HAGRID,Kingdom,Phylum,Class,Order,Family,Genus,Species,common_name,female_maturity_days,male_maturity_days,gestation_days,weaning_days,litter_size,litters_per_year,interbirth_interval,birth_weight_g,weaning_weight_g,adult_weight_g,growth_rate,max_longevity_yrs,source,specimen_origin,sample_size,data_quality,imr,mrdt,metabolic_rate_w,body_mass_g,temperature_k,references,log10_longevity,log10_adult_weight
4387,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Archosargus,probatocephalus,Sheepshead,730.0,730.0,,,,,,,,2000.0,,20.0,454,wild,medium,acceptable,,,,,,"454,502",1.3010299956639813,3.3010299956639813
4388,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Calamus,nodosus,Knobbed porgy,,,,,,,,,,1446.5,,17.0,454,wild,medium,acceptable,,,,,,454,1.2304489213782739,3.1603184379840017
4389,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Chrysophrys,auratus,Squirefish,1277.0,1277.0,,,,,,,,11000.0,,35.0,454,wild,medium,acceptable,,,,,,454,1.5440680443502757,4.041392685158225
4390,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,annularis,Annular seabream,730.0,365.0,,,,,,,,,,7.0,454,wild,medium,acceptable,,,,,,454,0.8450980400142568,
4391,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Diplodus,sargus,White seabream,,,,,,,,,,1000.0,,21.0,454,wild,medium,acceptable,,,,,,454,1.3222192947339193,3.0
4392,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Lithognathus,aureti,West coast seabream,3084.0,1971.0,,,,,,,,10615.0,,50.0,454,wild,medium,acceptable,,,,,,454,1.6989700043360187,4.025919998502018
4393,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Pagellus,bogaraveo,Blackspot seabream,,,,,,,,,,2200.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,3.342422680822206
4394,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Sparus,aurata,Gilthead seabream,,,,,,,,,,9460.0,,11.0,454,wild,medium,acceptable,,,,,,454,1.0413926851582251,3.975891136401793
4395,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Spondyliosoma,cantharus,Black sea bream,,,,,,,,,,671.0,,15.0,454,wild,medium,acceptable,,,,,,"454,520",1.1760912590556813,2.826722520168992
4396,Animalia,Chordata,Teleostei,Perciformes,Sparidae,Stenotomus,chrysops,Scup,,,,,,,,,,1133.0,,19.0,1,wild,medium,acceptable,,,,,,"1,454",1.2787536009528289,3.0542299098633974
4397,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,argentea,Pacific barracuda,,,,,,,,,,6600.0,,11.0,454,wild,medium,acceptable,,,,,,"454,520",1.0413926851582251,3.8195439355418688
4398,Animalia,Chordata,Teleostei,Perciformes,Sphyraenidae,Sphyraena,barracuda,Great barracuda,1460.0,730.0,,,,,,,,24000.0,,14.0,502,unknown,medium,acceptable,,,,,,502,1.146128035678238,4.380211241711606
4399,Animalia,Chordata,Teleostei,Perciformes,Trichiuridae,Trichiurus,lepturus,Atlantic cutlassfish,,,,,,,,,,2750.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,3.439332693830263
4400,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Bellapiscis,lesleyae,Mottled twister,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4401,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Forsterygion,lapillum,Common triplefin,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4402,Animalia,Chordata,Teleostei,Perciformes,Tripterygiidae,Forsterygion,varium,Striped triplefin,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4403,Animalia,Chordata,Teleostei,Perciformes,Uranoscopidae,Kathetostoma,giganteum,Flathead,,,,,,,,,,,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,
4404,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Lycodes,pacificus,Blackbelly eelpout,,,,,,,,,,,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,
4405,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces,americanus,Ocean pout,,,,,,,,,,2989.8,,18.0,454,wild,medium,acceptable,,,,,,"454,584",1.255272505103306,3.4756421375547006
4406,Animalia,Chordata,Teleostei,Perciformes,Zoarcidae,Zoarces,viviparus,Viviporous blenny,,,,,,,,,,280.5,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,2.4479328655921804
4407,Animalia,Chordata,Teleostei,Percopsiformes,Amblyopsidae,Forbesichthys,agassizii,Spring cavefish,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4408,Animalia,Chordata,Teleostei,Percopsiformes,Amblyopsidae,Typhlichthys,subterraneus,Southern cavefish,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4409,Animalia,Chordata,Teleostei,Percopsiformes,Aphredoderidae,Aphredoderus,sayanus,Pirate perch,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,"183,454",0.6020599913279624,
4410,Animalia,Chordata,Teleostei,Percopsiformes,Percopsidae,Percopsis,omiscomaycus,Trout-perch,,,,,,,,,,,,4.0,454,wild,medium,acceptable,,,,,,454,0.6020599913279624,
4411,Animalia,Chordata,Teleostei,Percopsiformes,Percopsidae,Percopsis,transmontana,Sand roller,,,,,,,,,,,,6.0,454,wild,medium,acceptable,,,,,,454,0.7781512503836436,
4412,Animalia,Chordata,Teleostei,Pleuronectiformes,Achiridae,Trinectes,maculatus,Hogchoker,,,,,,,,,,,,6.0,454,wild,medium,acceptable,,,,,,454,0.7781512503836436,
4413,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Arnoglossus,imperialis,Scaldfish,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
4414,Animalia,Chordata,Teleostei,Pleuronectiformes,Bothidae,Arnoglossus,thori,Grohmann's scaldfish,,,,,,,,,,,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,
4415,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Etropus,crossotus,Fringed flounder,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4416,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,californicus,California halibut,,,,,,,,,,18150.0,,30.0,1,wild,medium,acceptable,,,,,,"1,454",1.4771212547196624,4.258876629372131
4417,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Paralichthys,lethostigma,Southern flounder,,,,,,,,,,5131.5,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,3.7102443332407438
4418,Animalia,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Pseudorhombus,pentophthalmus,Fivespot flounder,,,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4419,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Atheresthes,stomias,Arrowtooth flounder,,,,,,,,,,1100.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,3.041392685158225
4420,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Eopsetta,jordani,Petrale sole,2920.0,2555.0,,,,,,,,1980.0,,25.0,454,wild,medium,acceptable,,,,,,454,1.3979400086720377,3.296665190261531
4421,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,cynoglossus,Witch flounder,,,,,,,,,,1375.0,,25.0,454,wild,medium,acceptable,,,,,,454,1.3979400086720377,3.1383026981662816
4422,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Glyptocephalus,zachirus,Rex sole,,,,,,,,,,825.0,,24.0,454,wild,medium,acceptable,,,,,,454,1.380211241711606,2.916453948549925
4423,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossoides,platessoides,American plaice,3216.0,1460.0,,,,,,,,3520.0,,30.0,454,wild,medium,acceptable,,,,,,454,1.4771212547196624,3.546542663478131
4424,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,hippoglossus,Atlantic halibut,3613.0,3102.0,,,,,,,,176000.0,,90.0,1,wild,medium,acceptable,,,,,,"1,454,524,795",1.954242509439325,5.2455126678141495
4425,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,stenolepis,Pacific halibut,4927.0,4562.0,,,,,,,,199650.0,,42.0,454,wild,medium,acceptable,,,,,,"454,585",1.6232492903979006,5.3002693145303565
4426,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Isopsetta,isolepis,Butter sole,,,,,,,,,,,,11.0,454,wild,medium,acceptable,,,,,,454,1.0413926851582251,
4427,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Kareius,bicoloratus,Stone flounder,,,,,,,,,,,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,
4428,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Lepidopsetta,bilineata,Rock sole,3285.0,,,,,,,,,,,22.0,454,wild,medium,acceptable,,,,,,454,1.3424226808222062,
4429,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,aspera,Yellowfin sole,3102.0,1642.0,,,,,,,,233.75,,26.0,454,wild,medium,acceptable,,,,,,454,1.414973347970818,2.3687516195445553
4430,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Limanda,ferruginea,Yellowtail flounder,1718.0,1334.0,,,,,,,,825.0,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,2.916453948549925
4431,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,kitt,Lemon sole,1460.0,1460.0,,,,,,,,1600.0,,23.0,454,wild,medium,acceptable,,,,,,454,1.3617278360175928,3.2041199826559246
4432,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Microstomus,pacificus,Dover sole,2738.0,2738.0,,,,,,,,,,45.0,1,wild,medium,acceptable,,,,,,"1,585",1.6532125137753437,
4433,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,flesus,European flounder,1505.0,1049.0,,,,,,,,7700.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,3.886490725172482
4434,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Platichthys,stellatus,Starry flounder,,,,,,,,,,5005.0,,24.0,1,wild,medium,acceptable,,,,,,"1,454",1.380211241711606,3.6994040818153375
4435,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pleuronectes,platessa,Plaice,1038.0,1095.0,,,,,,,,3850.0,,50.0,,unknown,medium,acceptable,,,,,,"2,14,454,523,585",1.6989700043360187,3.5854607295085006
4436,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Pseudopleuronectes,americanus,Winter flounder,1022.0,1034.0,,,,,,,,1980.0,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,3.296665190261531
4437,Animalia,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Reinhardtius,hippoglossoides,Greenland halibut,3826.0,3102.0,,,,,,,,3850.0,,30.0,454,wild,medium,acceptable,,,,,,454,1.4771212547196624,3.5854607295085006
4438,Animalia,Chordata,Teleostei,Pleuronectiformes,Rhombosoleidae,Rhombosolea,plebeia,"New Zealand sand flounder, or Dab",,,,,,,,,,,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,
4439,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,maximus,Turbot,1460.0,1460.0,,,,,,,,13750.0,,26.0,454,wild,medium,acceptable,,,,,,454,1.414973347970818,4.138302698166282
4440,Animalia,Chordata,Teleostei,Pleuronectiformes,Scophthalmidae,Scophthalmus,rhombus,Brill,,,,,,,,,,4400.0,,6.0,454,wild,medium,acceptable,,,,,,454,0.7781512503836436,3.6434526764861874
4441,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Buglossidium,luteum,Solenette,1095.0,,,,,,,,,,,13.0,454,wild,medium,acceptable,,,,,,454,1.1139433523068367,
4442,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Microchirus,variegatus,Thickback sole,,,,,,,,,,,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,
4443,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Pegusa,impar,Adriatic sole,,,,,,,,,,,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,
4444,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Pegusa,lascaris,Atlantic sole,,,,,,,,,,,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,
4445,Animalia,Chordata,Teleostei,Pleuronectiformes,Soleidae,Solea,solea,Common sole,1460.0,1460.0,,,,,,,,1650.0,,27.0,454,wild,medium,acceptable,,,,,,"454,585",1.4313637641589874,3.2174839442139063
4446,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,albula,Vendace,730.0,730.0,,,,,,,,550.0,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,2.7403626894942437
4447,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,artedi,Cisco,,,,,,,,,,1842.0,,11.0,454,wild,medium,acceptable,,,,,,454,1.0413926851582251,3.26528962586083
4448,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,clupeaformis,Lake whitefish,,,,,,,,,,10450.0,,50.0,,unknown,medium,acceptable,,,,,,"454,524",1.6989700043360187,4.019116290447073
4449,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,hoyi,Bloater,,,,,,,,,,,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,
4450,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,kiyi,Kiyi,,,,,,,,,,,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,
4451,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,muksun,Muksun,,,,,,,,,,7590.0,,23.0,454,wild,medium,acceptable,,,,,,454,1.3617278360175928,3.88024177589548
4452,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,nasus,Broad whitefish,,,,,,,,,,8800.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,3.9444826721501687
4453,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,nigripinnis,Blackfin cisco,,,,,,,,,,,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,
4454,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,pidschian,Humpback whitefish,4015.0,5110.0,,,,,,,,,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,
4455,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,pollan,Irish pollan,1277.0,1277.0,,,,,,,,247.5,,10.0,454,wild,medium,acceptable,,,,,,454,1.0,2.3935752032695876
4456,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,reighardi,Shortnose cisco,,,,,,,,,,296.45,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,2.4719514546809824
4457,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,sardinella,Least cisco,1825.0,1916.0,,,,,,,,305.25,,26.0,454,wild,medium,acceptable,,,,,,454,1.414973347970818,2.48465567261692
4458,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Coregonus,zenithicus,Longjaw cisco,,,,,,,,,,,,11.0,454,wild,medium,acceptable,,,,,,454,1.0413926851582251,
4459,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho,hucho,Danube salmon,1825.0,1825.0,,,,,,,,28600.0,,15.0,454,wild,medium,acceptable,,,,,,454,1.1760912590556813,4.456366033129043
4460,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Hucho,taimen,Taimen,,,,,,,,,,38500.0,,16.0,454,wild,medium,acceptable,,,,,,454,1.2041199826559248,4.585460729508501
4461,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,clarkii,Cutthroat trout,1095.0,1095.0,,,,,,,,10230.0,,10.0,1,wild,medium,acceptable,,,,,,"1,454",1.0,4.00987563371216
4462,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,gorbuscha,Pink salmon,730.0,730.0,,,,,,,,3740.0,,3.0,1,wild,medium,acceptable,,,,,,"1,2,14,454",0.47712125471966244,3.5728716022004803
4463,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,keta,Chum salmon,1186.0,1186.0,,,,,,,,8745.0,,7.0,1,wild,medium,acceptable,,,,,,"1,2,14,454",0.8450980400142568,3.9417598138146954
4464,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,kisutch,Coho salmon,1095.0,1095.0,,,,,,,,8360.0,,5.0,1,wild,medium,acceptable,,,,,,"1,2,14,265,266,267,454",0.6989700043360189,3.9222062774390163
4465,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,mykiss,Steelhead,,912.0,18.0,,3500.0,,,,,12235.0,,11.0,454,wild,medium,acceptable,,,,,,"2,14,17,23,297,298,299,300,301,392,442,454,484",1.0413926851582251,4.087603973687808
4466,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,nerka,Sockeye salmon,730.0,730.0,,,,,,,,4240.5,,8.0,454,wild,medium,acceptable,,,,,,"2,14,126,127,128,129,132,454,520,780,1143",0.9030899869919435,3.627417067545201
4467,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,tshawytscha,Chinook salmon,1460.0,1460.0,,,,,,,,33770.0,,9.0,1,wild,medium,acceptable,,,,,,"1,2,14,131,454,459,484,819",0.9542425094393249,4.528531060635411
4468,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,coulterii,Pygmy whitefish,,,,,,,,,,,,9.0,454,wild,medium,acceptable,,,,,,454,0.9542425094393249,
4469,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,cylindraceum,Round whitefish,1095.0,1095.0,140.0,,,,,,,1498.0,,16.0,454,wild,medium,acceptable,,,,,,"440,454",1.2041199826559248,3.1755118133634475
4470,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,gemmifer,Bonneville cisco,,,,,,,,,,,,6.0,454,wild,medium,acceptable,,,,,,454,0.7781512503836436,
4471,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,spilonotus,Bonneville whitefish,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
4472,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Prosopium,williamsoni,Mountain whitefish,,,,,,,,,,1606.0,,17.0,1,wild,medium,acceptable,,,,,,"1,454",1.2304489213782739,3.205745540942662
4473,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,salar,Atlantic salmon,,1825.0,,,,,,,,25740.0,,13.0,1,wild,medium,acceptable,,,,,,"1,126,413,414,454,524",1.1139433523068367,4.410608542568368
4474,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salmo,trutta,Brown trout,,,,,8000.0,,,,,,,38.0,,unknown,medium,acceptable,,,,,,"177,442,454,523",1.5797835966168101,
4475,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,alpinus,Arctic char,3285.0,3285.0,,,,,,,,,,40.0,,unknown,medium,acceptable,,,,,,"2,454,524,585",1.6020599913279623,
4476,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,fontinalis,"Brook trout, or Bunnylake brook trout",730.0,730.0,,,,,,,,4397.25,,24.0,1,wild,medium,acceptable,,,,,,"1,442,454,523",1.380211241711606,3.6431811575764974
4477,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Salvelinus,namaycush,Lake trout,4927.0,4745.0,,,,,,,,17985.0,,50.0,454,wild,medium,acceptable,,,,,,"2,454",1.6989700043360187,4.25491044215453
4478,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Stenodus,leucichthys,Inconnu,4015.0,3650.0,,,,,,,,22000.0,,22.0,454,wild,medium,acceptable,,,,,,454,1.3424226808222062,4.342422680822207
4479,Animalia,Chordata,Teleostei,Salmoniformes,Salmonidae,Thymallus,arcticus,Arctic grayling,,,,,,,,,,2103.25,,18.0,454,wild,medium,acceptable,,,,,,454,1.255272505103306,3.3228908975876483
4480,Animalia,Chordata,Teleostei,Scorpaeniformes,Agonidae,Agonus,cataphractus,Armed bullhead,912.0,912.0,,,,,,,,,,3.0,454,wild,medium,acceptable,,,,,,454,0.47712125471966244,
4481,Animalia,Chordata,Teleostei,Scorpaeniformes,Anoplopomatidae,Anoplopoma,fimbria,Sablefish,2190.0,,,,,,,,,31350.0,,114.0,22,wild,medium,acceptable,,,,,,"22,454",2.0569048513364727,4.496237545166736
4482,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,aleuticus,Coastrange sculpin,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
4483,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,asper,Prickly sculpin,,,,,,,,,,,,7.0,454,wild,medium,acceptable,,,,,,454,0.8450980400142568,
4484,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,bairdii,Mottled sculpin,730.0,730.0,,,60.0,,,,,,,6.0,442,unknown,medium,acceptable,,,,,,442,0.7781512503836436,
4485,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,carolinae,Banded sculpin,730.0,730.0,,,475.0,,,,,,,4.0,442,unknown,medium,acceptable,,,,,,442,0.6020599913279624,
4486,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,cognatus,Slimy sculpin,,,,,,,,,,,,7.0,454,wild,medium,acceptable,,,,,,454,0.8450980400142568,
4487,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,confusus,Shorthead sculpin,,,,,,,,,,,,6.0,454,wild,medium,acceptable,,,,,,454,0.7781512503836436,
4488,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,gobio,Bullhead,,,,,,,,,,,,5.0,454,wild,medium,acceptable,,,,,,454,0.6989700043360189,
4489,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,paulus,Pygmy sculpin,,,,,,,,,,,,2.0,454,wild,medium,acceptable,,,,,,454,0.3010299956639812,
4490,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Cottus,poecilopus,Alpine bullhead,,,,,,,,,,,,8.0,454,wild,medium,acceptable,,,,,,454,0.9030899869919435,
4491,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Leptocottus,armatus,Pacific staghorn sculpin,,,,,,,,,,,,10.0,1,wild,medium,acceptable,,,,,,1,1.0,
4492,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,octodecemspinosus,Longhorn sculpin,,,,,,,,,,,,11.0,520,wild,medium,acceptable,,,,,,520,1.0413926851582251,
4493,Animalia,Chordata,Teleostei,Scorpaeniformes,Cottidae,Myoxocephalus,quadricornis,Fourhorn sculpin,,,,,,,,,,143.0,,14.0,454,wild,medium,acceptable,,,,,,454,1.146128035678238,2.155336037465062
4494,Animalia,Chordata,Teleostei,Scorpaeniformes,Hexagrammidae,Hexagrammos,decagrammus,Kelp greenling,1460.0,1460.0,,,,,,,,1155.0,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,3.062581984228163
4495,Animalia,Chordata,Teleostei,Scorpaeniformes,Hexagrammidae,Ophiodon,elongatus,Lingcod,,,,,,,,,,32505.0,,20.0,1,wild,medium,acceptable,,,,,,"1,454",1.3010299956639813,4.511950170375499
4496,Animalia,Chordata,Teleostei,Scorpaeniformes,Platycephalidae,Neoplatycephalus,richardsoni,Tiger flathead,,,,,,,,,,1650.0,,12.0,454,wild,medium,acceptable,,,,,,454,1.0791812460476249,3.2174839442139063
4497,Animalia,Chordata,Teleostei,Scorpaeniformes,Platycephalidae,Platycephalus,conatus,Deepwater flathead,2007.0,1642.0,,,,,,,,,,20.0,454,wild,medium,acceptable,,,,,,454,1.3010299956639813,
4498,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Gymnapistes,marmoratus,Devilfish,730.0,730.0,,,,,,,,,,14.0,454,wild,medium,acceptable,,,,,,"454,585",1.146128035678238,
4499,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Helicolenus,percoides,Sea perch,,,,,,,,,,770.0,,42.0,454,wild,medium,acceptable,,,,,,454,1.6232492903979006,2.886490725172482
4500,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Pterois,volitans,Red firefish,,,,,,,,,,,,10.0,1,wild,medium,acceptable,,,,,,1,1.0,
4502,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,aleutianus,Rougheye rockfish,,,,,,,,,,495.0,,205.0,22,wild,medium,acceptable,0.05,999.0,,,,"2,22,454,472",2.311753861055754,2.694605198933569
4503,Animalia,Chordata,Teleostei,Scorpaeniformes,Scorpaenidae,Sebastes,alutus,Pacific ocean perch,3169.0,3833.0,,,,,,,,770.0,,100.0,22,wild,medium,acceptable,,,,,,"2,22,454,472,585",2.0,2.886490725172482
